method_of_phasing	ground_truth_data_source	genome_grch38	chrom	interval	start_grch38	end_grch38	n_switch_errors_grch38	n_checked_grch38	n_gt_errors_grch38	n_gt_checked_grch38	MAC_grch38	AN_grch38	multiallelic_grch38	MAF_grch38	decipher	switch_error_rate_grch38	genotype_error_rate_grch38	genome_chm13	start_chm13	end_chm13	n_switch_errors_chm13	n_checked_chm13	n_gt_errors_chm13	n_gt_checked_chm13	MAC_chm13	AN_chm13	multiallelic_chm13	MAF_chm13	switch_error_rate_chm13	genotype_error_rate_chm13	abs_diff_SER	rel_drop_SER	abs_diff_GER	rel_drop_GER
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q21.3	46700000	50400000	1458	161147	8103	1027875	13367858	127893868	4641	275513.5	False	0.9047639732666448	0.7883254286756658	CHM13v2.0	40898832	44606207	1198	143674	5334	901742	11889551	112197648	3939	245043.56	0.8338321477789996	0.5915217434698616	0.0709318254876452	7.839815419655394	0.19680368520580416	24.96477698764852
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p31.3	60800000	68500000	3275	315749	18973	2008286	27531375	249863444	9478	567428.4	False	1.037216269885257	0.9447359589221854	CHM13v2.0	60678767	68377386	2524	264037	12882	1679892	22771085	209004752	7945	469317.78	0.9559266314948283	0.7668350108221242	0.08128963839042869	7.837289170118922	0.17790094810006118	18.830758628370813
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17p13.2	3400000	6500000	1901	168154	13576	1071642	14495061	133347516	5822	298746.06	False	1.1305113170070293	1.266840978610394	CHM13v2.0	3288940	6400012	1479	141920	8984	892519	12102782	111057428	4778	249440.3	1.0421364148816235	1.0065892154676819	0.08837490212540589	7.817250548130195	0.26025176314271214	20.543364758233817
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10q25.3	113100000	117300000	1852	168483	9694	1143321	14152391	142284900	4947	291688.12	False	1.0992206928888968	0.8478808663533689	CHM13v2.0	113991312	118194477	1603	158100	6279	1065613	13087551	132614864	4104	269739.7	1.0139152435167615	0.589238306965099	0.08530544937213524	7.760538891234048	0.25864255938826985	30.504587336739842
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p16.1	54700000	61000000	2035	240983	11867	1639022	21469158	203944116	6771	442489.5	True	0.8444579078192238	0.7240293296856296	CHM13v2.0	54694000	61005834	1737	222935	9189	1497528	19815843	186336208	5789	408410.75	0.7791508735730145	0.6136112313091976	0.06530703424620932	7.733604439191277	0.11041809837643202	15.250500753108309
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p24.2	16500000	19000000	776	100853	3846	656177	8754914	81673716	2356	180439.75	False	0.7694367049071421	0.5861223419900423	CHM13v2.0	16531703	19032774	685	96471	2996	621435	8342427	77345732	2101	171938.44	0.7100579448746256	0.4821099551843716	0.05937876003251652	7.717172790669313	0.10401238680567071	17.745849177583096
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8p22	12800000	19200000	4168	435863	24403	2770304	37098942	345011164	11388	764623.4	False	0.956263780132748	0.8808780552603612	CHM13v2.0	13066163	19465021	3409	386278	17284	2447192	32681247	304754120	9684	673570.5	0.8825250208399132	0.7062788698230462	0.0737387592928348	7.711131679859129	0.174599185437315	19.821039290814056
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p36.21	12500000	15900000	1702	145307	16257	1001694	12880638	124696400	4850	265471.62	True	1.1713131507773196	1.6229507214778165	CHM13v2.0	12044143	15341266	1185	109586	8716	737386	9596156	91751320	3709	197777.19	1.0813425072545764	1.1820132196705662	0.0899706435227432	7.6811776136070815	0.44093750180725033	27.16887801779614
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q14.3	83500000	93000000	3479	317013	17889	2237083	27833543	278339832	9738	573661.1	False	1.0974313356234602	0.7996574110124657	CHM13v2.0	83988771	93484055	2758	272092	12953	1911552	23746080	237835336	8132	489416.03	1.0136277435573262	0.6776169311637873	0.08380359206613397	7.636340365524963	0.12204047984867838	15.261595549294038
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17q25.3	77200000	83257441	3254	305496	22366	2036927	26594747	253536408	9966	548129.8	False	1.0651530625605572	1.0980265861270433	CHM13v2.0	78093613	84276897	2581	262337	15932	1740098	22687773	216569020	8208	467605.06	0.9838490186287104	0.9155806167238857	0.08130404393184676	7.633085496313297	0.1824459694031576	16.615806184318416
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q12.13	24900000	27200000	1195	111437	7412	753595	9353337	93803716	3323	192772.83	False	1.0723547834202285	0.9835521732495571	CHM13v2.0	24108235	26420720	895	90344	18110	624758	7573225	77763004	2762	156084.14	0.9906579296909589	2.898722385307591	0.0816968537292696	7.618453798350311	-1.9151702120580338	-194.71973771665864
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10p15.2	3000000	3800000	502	45670	2587	276330	3976208	34386124	1250	81949.92	False	1.0991898401576528	0.9361994716462201	CHM13v2.0	2999810	3803899	444	43710	1823	261518	3781403	32542364	1087	77934.984	1.0157858613589568	0.6970839483324284	0.08340397879869599	7.587768350072599	0.2391155233137917	25.541087188751476
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q22.3	100500000	105100000	2263	178134	15089	1225909	15601053	152532324	5792	321538.7	False	1.2703919521259277	1.230841767211106	CHM13v2.0	101626041	106227505	1770	150750	10841	1032439	13165901	128456700	4657	271350.4	1.1741293532338308	1.0500378230578271	0.09626259889209687	7.577393632808127	0.18080394415327894	14.689454726820994
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr9	9q21.33	84300000	87800000	1438	145706	8806	1000863	12799588	124531432	4473	263801.38	False	0.986918864013836	0.8798406974780765	CHM13v2.0	96450330	99953385	1224	134159	6097	913450	11732927	113648396	3913	241817.36	0.9123502709471596	0.6674694838250589	0.0745685930666764	7.555696398729594	0.2123712136530176	24.137461958937102
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q12.2	27200000	28300000	508	52495	4241	359972	4489208	44793664	1786	92523.21	False	0.967711210591485	1.1781471892258286	CHM13v2.0	26420720	27522230	397	44377	2909	303806	3752381	37801932	1502	77337.05	0.8946075669828966	0.9575189430096838	0.07310364360858845	7.554283014237894	0.22062824621614485	18.72671328623393
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3p12.2	79800000	83500000	1257	133789	6840	908270	10947202	113007932	3761	225620.97	False	0.9395391250401752	0.7530800312682352	CHM13v2.0	79855975	83556432	1089	125363	5161	849173	10224562	105652300	3318	210726.62	0.8686773609438191	0.6077677928996801	0.07086176409635614	7.542183418207948	0.1453122383685551	19.295723208042038
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20q13.32	57800000	59700000	969	77931	5260	530016	6514366	65943532	2425	134261.98	False	1.2434076298263848	0.9924228702529734	CHM13v2.0	59578060	61484264	805	70008	3470	476714	5821220	59310848	2009	119975.92	1.1498685864472633	0.7278997470181282	0.09353904337912144	7.522797925261415	0.26452312323484517	26.654275225178647
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10q24.33	103100000	104000000	341	31002	2467	187140	2586994	23284748	1077	53318.055	False	1.099929036836333	1.3182644009832212	CHM13v2.0	103986242	104887391	299	29380	1372	171982	2409587	21397320	859	49661.707	1.0176991150442478	0.7977579048970241	0.08222992179208521	7.475929722575447	0.520506496086197	39.48422605495375
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q23	97900000	100100000	813	88056	4590	576486	7934273	71727116	2300	163526.98	False	0.9232760970291634	0.7962032035470072	CHM13v2.0	101214669	103415497	618	72313	2894	470074	6492258	58486008	1846	133806.4	0.8546181184572621	0.6156477490778048	0.06865797857190126	7.436343125617883	0.1805554544692024	22.677057020726053
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q14.11	39500000	44600000	1916	195470	12141	1297428	17434771	161450300	5664	359333.62	False	0.9802015654576149	0.9357744707220746	CHM13v2.0	38718394	43819777	1501	165407	8677	1098811	14587314	136734212	4725	300646.5	0.9074585718863168	0.7896717451863879	0.0727429935712981	7.421228055000862	0.1461027255356867	15.613027508962606
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20q13.11	43100000	43500000	171	16522	905	120078	1454045	14939308	581	29967.986	False	1.034983658152766	0.7536767767617715	CHM13v2.0	44834038	45233263	133	13879	608	101553	1208419	12634608	472	24905.62	0.9582822969954607	0.5987021555247014	0.0767013611573053	7.410876544099409	0.15497462123707006	20.562477976690495
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11p15.3	11700000	13800000	732	100346	3522	615945	8956319	76632488	2317	184591.66	False	0.7294760129950372	0.5718043007086672	CHM13v2.0	11789203	13892569	591	87478	2419	538845	7729953	67040084	1925	159315.7	0.6755984361782391	0.4489231597212556	0.053877576816798056	7.385791425216414	0.12288114098741154	21.490069388271205
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q13.2	34800000	36100000	480	48701	4085	326992	4439765	40684020	1984	91504.11	False	0.9856060450504096	1.2492660370895925	CHM13v2.0	28999171	30288797	386	42271	2730	276610	3852447	34415236	1607	79399.24	0.9131555913037307	0.9869491341600086	0.07245045374667891	7.3508532248271035	0.2623169029295839	20.997681449877714
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q22.2	53600000	55000000	457	53124	2704	360658	4538694	44871296	1578	93542.81	False	0.8602514870868158	0.7497407516261944	CHM13v2.0	47808271	49205176	385	48287	1883	323059	4116136	40193968	1364	84833.92	0.7973160477975438	0.5828656685001811	0.06293543928927192	7.315934960182235	0.1668750831260133	22.25770478182755
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q13.3	69400000	75300000	2065	254099	11072	1675672	21372281	208519552	6527	440493.72	False	0.812675374558735	0.6607498364835123	CHM13v2.0	72734812	78640131	1569	208277	6932	1375403	17449733	171144596	5371	359644.72	0.7533236987281361	0.5039977373904231	0.05935167583059886	7.303245267253922	0.15675209909308918	23.723365551979313
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q24.2	124000000	127900000	1633	175471	8612	1106762	14834420	137699760	4796	305740.88	False	0.9306381111408724	0.7781257397706102	CHM13v2.0	124028615	127933253	1319	152872	5605	961698	12823218	119650320	3978	264288.94	0.8628133340310848	0.5828232979584027	0.06782477710978752	7.2879861997743545	0.19530244181220746	25.099085125982622
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p24.1	19000000	23800000	1578	186595	7757	1236016	15555843	153784140	4931	320608.62	False	0.8456818242718187	0.6275808727395115	CHM13v2.0	19032774	23835087	1387	176769	5979	1166948	14664399	145191248	4358	302235.1	0.7846398406960495	0.5123621618101235	0.061041983575769176	7.218079166869861	0.11521871092938796	18.359181411383062
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q22.3	76700000	78500000	661	64886	3817	451067	5501519	56118232	1791	113386.9	False	1.0187097370773355	0.8462157506534507	CHM13v2.0	75923712	77725243	544	57522	2399	400871	4817947	49873708	1502	99298.36	0.945725113869476	0.5984468819146309	0.07298462320785948	7.164417944727941	0.24776886873881976	29.279633302439922
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1q24.1	165500000	167200000	665	76617	3854	471476	6726953	58660680	1927	138643.27	False	0.867953587323962	0.8174329128099839	CHM13v2.0	164846435	166547042	521	64631	2548	397592	5607159	49466140	1624	115564.05	0.8061147127539416	0.6408579649489929	0.06183887457002035	7.124675267565794	0.17657494786099093	21.601154675067093
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3p22.3	32000000	36400000	1554	177601	9844	1143527	15272631	142280048	5249	314771.9	False	0.874995073225939	0.8608454369682569	CHM13v2.0	32002957	36401366	1320	162328	7096	1036420	13948690	128951604	4432	287484.44	0.813168399783155	0.684664518245499	0.06182667344278392	7.0659453218223085	0.17618091872275787	20.466033872844292
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr9	9q21.2	76600000	78500000	742	78736	4478	549665	6750717	68388940	2538	139132.77	False	0.9423897581792318	0.8146780311644366	CHM13v2.0	88756405	90657183	636	72615	3663	503542	6195521	62649024	2150	127690.14	0.8758520966742409	0.7274467671018505	0.06653766150499085	7.060524684982427	0.08723126406258608	10.707452604055689
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q12.3	28300000	31600000	1557	154102	8057	981001	12989897	122056912	4156	267722.16	False	1.0103697550972732	0.8213039538185996	CHM13v2.0	27522230	30823418	1252	133245	5273	845154	11111030	105152544	3474	228999.75	0.9396224999061878	0.6239099619714277	0.07074725519108538	7.00211529830227	0.19739399184717188	24.03421911332598
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10q23.1	80300000	86100000	1925	264043	10103	1739124	22267156	216374940	6584	458931.8	False	0.7290479202251149	0.5809246494212028	CHM13v2.0	81169099	86980090	1672	246607	8028	1610803	20781425	200411860	5774	428312.1	0.67800184098586	0.4983849670009306	0.05104607923925486	7.0017454028938	0.08253968242027221	14.208328481587007
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17p13.1	6500000	10800000	2349	210407	14733	1315902	17442577	163764704	7378	359496.88	False	1.116407724077621	1.119612250760315	CHM13v2.0	6400012	10707908	1886	181537	11669	1127667	14948786	140334396	6245	308098.03	1.0389066691638618	1.0347912992044637	0.07750105491375914	6.942002750634025	0.08482095155585134	7.575922065719665
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q22.3	94200000	97900000	1340	153394	7611	1061870	13700987	132246112	4069	282381.38	False	0.8735674146316023	0.7167544049648261	CHM13v2.0	97515472	101214669	1063	130730	5341	893701	11612262	111285472	3314	239328.75	0.813126290828425	0.5976271706085146	0.06044112380317723	6.918884884078036	0.11912723435631156	16.620370036254972
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p15	61000000	63900000	1066	79538	6958	590380	7028552	73454428	3371	144859.97	True	1.340239885337826	1.178562959449846	CHM13v2.0	61005834	63907559	909	72848	4991	532192	6436780	66215244	2745	132663.03	1.2478036459477269	0.9378194335878781	0.09243623939009904	6.896992128151691	0.2407435258619678	20.426870192352474
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q13.2	65500000	69400000	1346	187564	6918	1135305	15527238	141256276	4417	320017.6	False	0.7176217184534346	0.6093516720176517	CHM13v2.0	68936809	72734812	989	147960	4935	903878	12288367	112459656	3505	253263.1	0.6684238983509057	0.5459807628905671	0.04919782010252893	6.8556760250451205	0.06337090912708465	10.399726797705233
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q23.2	122100000	127900000	2188	245588	15664	1623063	21189020	201940240	6922	436716.47	True	0.8909230092675537	0.9650888474446155	CHM13v2.0	122616882	128419736	1693	204010	10832	1351849	17482928	168194580	5640	360328.84	0.8298612813097397	0.8012729232332901	0.06106172795781406	6.853760349955962	0.1638159242113254	16.974180630631153
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q23.1	95800000	101200000	2185	202895	12807	1418127	17046521	176452684	6538	351334.78	False	1.0769117030976614	0.9030926003101274	CHM13v2.0	95779143	101161710	1735	172958	8893	1194203	14510467	148587648	5365	299064.22	1.0031337087616645	0.7446807619810032	0.07377799433599685	6.850886114783561	0.1584118383291242	17.541040450860145
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3p26.2	2800000	4000000	721	81568	2692	467896	7037077	58214296	1753	145034.7	False	0.8839250686543741	0.5753415288867612	CHM13v2.0	2794029	3995951	609	73920	1548	424339	6303268	52794612	1440	129910.734	0.8238636363636362	0.3648026695637214	0.060061432290737904	6.794855629807084	0.21053885932303973	36.593718470212856
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr9	9p22.2	16600000	18500000	843	99338	4639	645786	8509583	80353972	2604	175382.67	False	0.848617850168113	0.7183494222544311	CHM13v2.0	16611825	18513245	721	91074	3519	590018	7748431	73410760	2224	159696.36	0.791663921646134	0.5964224820259721	0.056953928521979	6.711375268702668	0.12192694022845896	16.973207808229272
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q13	69200000	75200000	2077	243389	14597	1661072	20411853	206670940	6984	420693.7	False	0.8533664216542243	0.8787698546480828	CHM13v2.0	70378649	76377151	1742	218809	10878	1478731	18260020	183982988	5908	376343.62	0.7961281300129337	0.7356307536664883	0.05723829164129057	6.707352221609087	0.14313910098159444	16.288576607912518
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q15	67300000	71100000	1430	163661	8282	1043612	13730218	129844372	4675	282981.5	True	0.8737573398671644	0.7935899548874485	CHM13v2.0	67279394	71079501	1133	138954	5939	876093	11656239	109000180	3827	240236.67	0.8153777509103732	0.6778960681114905	0.058379588956791184	6.681441893886298	0.11569388677595804	14.578547279163379
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4p15.1	27700000	35800000	3044	383206	17909	2473116	31566483	307733248	10517	650602.56	False	0.7943508191416627	0.724147189213931	CHM13v2.0	27685358	35768949	2551	344102	13059	2215003	28152771	275617860	9048	580251.5	0.7413499485617637	0.5895703075797188	0.053000870579898995	6.672224576688823	0.1345768816342121	18.58418891058552
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p16.3	47500000	52600000	2083	224139	11181	1519806	19084241	189096996	6289	393334.1	False	0.929334029330014	0.7356860020292064	CHM13v2.0	47505052	52596301	1840	211904	8630	1428133	17957279	177689944	5578	370105.56	0.8683177287828451	0.6042854552062027	0.06101630054716889	6.5655941374661015	0.13140054682300373	17.860955143983727
